ID;POTENCIA;NRESIDENTES;TIPOVIVIENDA;PROVINCIA;MES;PREDICCION_CONSUMO;PREDICCION_PRECIO;COSTE_POTENCIA;COSTE_ESTIMADO;FECHA_PREDICCION
2045;3.5;3.2;Adosado;LLEIDA;2025-06;318.65;91.226;319.29;29069.16;2025-04-20
2046;5.7;4.8;Adosado;ALMERIA;2025-09;367.21;81.9804;467.29;30104.02;2025-04-20
2047;4.2;4.2;Duplex;SALAMANCA;2025-10;443.01;55.0518;231.22;24388.5;2025-04-20
2048;4.5;4.8;Piso;SORIA;2025-07;289.8;326.8435;1470.8;94719.25;2025-04-20
2049;4.2;3.6;Duplex;TARRAGONA;2025-10;450.61;96.075;403.52;43292.36;2025-04-20
2050;6.1;2.4;Duplex;ILLES BALEARS;2025-05;354.77;193.8753;1182.64;68781.14;2025-04-20
2051;3.5;3.1;Casa Unifamiliar;GIRONA;2025-06;578.28;70.712;247.49;40891.34;2025-04-20
2052;4.9;3.5;Piso;ZAMORA;2025-08;259.16;93.0016;455.71;24102.29;2025-04-20
2053;5.4;3.8;Casa Unifamiliar;AVILA;2025-03;538.27;70.5006;380.7;37948.36;2025-04-20
2054;4.1;2.8;Adosado;PONTEVEDRA;2025-05;400.12;68.9613;282.74;27592.8;2025-04-20
2055;5.4;2.5;Piso;GRANADA;2025-09;166.43;153.2939;827.79;25512.7;2025-04-20
2056;4.5;2.4;Adosado;BIZKAIA;2025-04;401.27;361.3226;1625.95;144987.92;2025-04-20
2057;3.6;3.0;Casa Unifamiliar;CORDOBA;2025-03;563.7;409.4617;1474.06;230813.56;2025-04-20
2058;6.2;2.2;Duplex;SALAMANCA;2025-08;458.45;66.109;409.88;30307.67;2025-04-20
2059;4.0;3.0;Adosado;ZARAGOZA;2025-03;339.59;76.5102;306.04;25982.1;2025-04-20
2060;6.4;3.7;Duplex;SALAMANCA;2025-09;452.06;75.4038;482.58;34087.04;2025-04-20
2061;4.8;2.5;Adosado;BARCELONA;2025-05;288.94;174.0025;835.21;50276.28;2025-04-20
2062;5.7;3.9;Adosado;ALICANTE;2025-08;400.16;62.8717;358.37;25158.74;2025-04-20
2063;4.6;3.0;Duplex;HUESCA;2025-08;443.22;109.6129;504.22;48582.63;2025-04-20
2064;4.5;2.5;Adosado;MALAGA;2025-06;292.41;60.5356;272.41;17701.21;2025-04-20
2065;4.9;2.5;Duplex;LA RIOJA;2025-10;344.36;53.0305;259.85;18261.58;2025-04-20
2066;6.1;4.0;Casa Unifamiliar;HUESCA;2025-05;520.65;66.8261;407.64;34793.01;2025-04-20
2067;6.6;2.6;Duplex;SEVILLA;2025-10;445.91;357.5449;2359.8;159432.85;2025-04-20
2068;4.2;4.1;Duplex;MADRID;2025-08;352.27;193.1986;811.43;68058.07;2025-04-20
2069;6.6;3.2;Duplex;LA RIOJA;2025-07;435.77;138.167;911.9;60209.03;2025-04-20
2070;5.6;4.2;Piso;ALAVA;2025-05;250.7;81.7489;457.79;20494.45;2025-04-20
2071;4.7;3.6;Casa Unifamiliar;SEVILLA;2025-04;513.13;287.3017;1350.32;147423.12;2025-04-20
2072;3.4;3.2;Casa Unifamiliar;ZAMORA;2025-07;599.05;71.1916;242.05;42647.33;2025-04-20
2073;5.0;4.6;Casa Unifamiliar;NAVARRA;2025-09;433.25;61.7359;308.68;26747.08;2025-04-20
2074;6.2;2.4;Adosado;VALLADOLID;2025-06;351.03;60.7593;376.71;21328.34;2025-04-20
2075;4.3;4.2;Adosado;A CORUÑA;2025-08;304.16;35.9735;154.69;10941.7;2025-04-20
2076;5.2;2.4;Duplex;BADAJOZ;2025-05;379.06;190.6903;991.59;72283.07;2025-04-20
2077;5.1;3.2;Piso;SALAMANCA;2025-10;185.61;93.8091;478.43;17411.91;2025-04-20
2078;4.5;4.9;Duplex;MADRID;2025-06;344.44;42.7159;192.22;14713.06;2025-04-20
2079;5.8;2.9;Piso;ALMERIA;2025-04;262.66;70.7707;410.47;18588.63;2025-04-20
2080;4.5;4.2;Adosado;LUGO;2025-03;370.59;80.5583;362.51;29854.1;2025-04-20
2081;3.6;2.3;Adosado;JAEN;2025-10;283.98;82.1356;295.69;23324.87;2025-04-20
2082;4.7;2.6;Adosado;CUENCA;2025-08;402.53;77.5108;364.3;31200.42;2025-04-20
2083;4.4;2.0;Piso;JAEN;2025-04;212.1;92.4287;406.69;19604.13;2025-04-20
2084;6.2;3.0;Casa Unifamiliar;SALAMANCA;2025-10;584.68;68.4802;424.58;40039.0;2025-04-20
2085;5.4;4.7;Duplex;A CORUÑA;2025-03;446.63;169.4767;915.17;75693.38;2025-04-20
2086;5.7;4.6;Duplex;SALAMANCA;2025-08;338.74;133.1051;758.7;45088.02;2025-04-20
2087;4.0;3.0;Adosado;CUENCA;2025-05;398.42;63.3002;253.2;25220.07;2025-04-20
2088;4.8;2.9;Adosado;SORIA;2025-10;404.64;104.8314;503.19;42418.98;2025-04-20
2089;3.4;2.1;Piso;LEON;2025-05;280.84;60.0294;204.1;16858.66;2025-04-20
2090;4.0;4.0;Piso;SANTA CRUZ DE TENERIFE;2025-03;217.27;324.3706;1297.48;70476.0;2025-04-20
2091;4.8;3.5;Piso;ALICANTE;2025-06;180.09;266.4832;1279.12;47990.96;2025-04-20
2092;3.4;4.0;Casa Unifamiliar;ZARAGOZA;2025-05;522.96;67.2515;228.66;35169.84;2025-04-20
2093;5.4;2.5;Piso;JAEN;2025-07;294.53;108.3732;585.22;31919.16;2025-04-20
2094;4.9;4.3;Casa Unifamiliar;LA RIOJA;2025-07;460.3;362.5584;1776.54;166885.63;2025-04-20
2095;5.9;3.6;Adosado;SORIA;2025-06;396.27;66.0166;389.5;26160.4;2025-04-20
2096;3.7;4.4;Piso;PONTEVEDRA;2025-06;290.44;289.2156;1070.1;83999.78;2025-04-20
2097;6.4;4.8;Casa Unifamiliar;VALLADOLID;2025-03;443.94;83.11;531.9;36895.85;2025-04-20
2098;4.8;3.7;Duplex;BURGOS;2025-07;360.47;71.4127;342.78;25742.14;2025-04-20
2099;5.2;4.9;Piso;BARCELONA;2025-07;278.46;80.0144;416.07;22280.81;2025-04-20
2100;5.4;3.3;Casa Unifamiliar;BADAJOZ;2025-08;464.03;159.4396;860.97;73984.76;2025-04-20
2101;5.7;3.2;Duplex;SALAMANCA;2025-10;397.45;192.7745;1098.81;76618.23;2025-04-20
2102;5.6;4.1;Piso;TERUEL;2025-03;186.25;76.6398;429.18;14274.16;2025-04-20
2103;3.7;2.7;Casa Unifamiliar;ASTURIAS;2025-04;598.0;81.6572;302.13;48831.01;2025-04-20
2104;3.5;2.4;Adosado;MURCIA;2025-05;356.42;37.8679;132.54;13496.88;2025-04-20
2105;6.5;4.9;Adosado;BURGOS;2025-10;402.87;154.548;1004.56;62262.75;2025-04-20
2106;4.8;5.0;Adosado;CORDOBA;2025-07;271.02;68.8471;330.47;18658.94;2025-04-20
2107;6.2;4.1;Casa Unifamiliar;CADIZ;2025-10;604.52;73.5236;455.85;44446.49;2025-04-20
2108;4.3;4.7;Casa Unifamiliar;MADRID;2025-09;594.12;259.1042;1114.15;153938.99;2025-04-20
2109;5.1;4.7;Piso;LUGO;2025-06;295.46;188.8926;963.35;55810.21;2025-04-20
2110;5.6;4.7;Casa Unifamiliar;LEON;2025-03;504.96;85.6633;479.71;43256.54;2025-04-20
2111;5.9;2.7;Casa Unifamiliar;TERUEL;2025-10;607.83;60.4308;356.54;36731.65;2025-04-20
2112;5.9;4.9;Piso;LA RIOJA;2025-06;299.87;41.2801;243.55;12378.66;2025-04-20
2113;3.5;4.3;Duplex;ALMERIA;2025-08;392.26;79.0572;276.7;31010.98;2025-04-20
2114;5.0;4.1;Piso;SALAMANCA;2025-07;303.02;56.8159;284.08;17216.35;2025-04-20
2115;3.8;3.0;Duplex;MURCIA;2025-10;372.22;63.4976;241.29;23635.08;2025-04-20
2116;3.7;3.7;Duplex;PONTEVEDRA;2025-07;384.64;337.1146;1247.32;129667.76;2025-04-20
2117;3.7;4.7;Duplex;BURGOS;2025-08;456.24;86.6352;320.55;39526.44;2025-04-20
2118;4.2;3.8;Piso;CANTABRIA;2025-04;303.15;89.6902;376.7;27189.58;2025-04-20
2119;4.7;4.8;Casa Unifamiliar;LA RIOJA;2025-10;551.24;96.3278;452.74;53099.74;2025-04-20
2120;5.8;3.4;Piso;ALAVA;2025-05;240.64;223.4819;1296.2;53778.68;2025-04-20
2121;5.5;2.9;Piso;VALLADOLID;2025-07;295.39;75.648;416.06;22345.66;2025-04-20
2122;3.7;2.1;Duplex;MALAGA;2025-03;451.23;67.2835;248.95;30360.33;2025-04-20
2123;6.1;2.9;Piso;CUENCA;2025-07;279.7;53.8837;328.69;15071.27;2025-04-20
2124;6.3;3.5;Adosado;LUGO;2025-03;406.95;398.6913;2511.76;162247.42;2025-04-20
2125;4.0;2.8;Piso;MALAGA;2025-05;270.22;61.0661;244.26;16501.28;2025-04-20
2126;3.5;2.3;Piso;CASTELLON;2025-08;205.52;71.1923;249.17;14631.44;2025-04-20
2127;6.5;4.1;Duplex;SALAMANCA;2025-05;449.86;73.3211;476.59;32984.23;2025-04-20
2128;6.4;3.1;Adosado;HUELVA;2025-03;297.03;164.3803;1052.03;48825.88;2025-04-20
2129;4.1;2.5;Adosado;BARCELONA;2025-08;315.5;169.8152;696.24;53576.7;2025-04-20
2130;5.2;4.1;Casa Unifamiliar;LEON;2025-04;601.49;78.2553;406.93;47069.78;2025-04-20
2131;4.2;5.0;Casa Unifamiliar;VALENCIA;2025-05;591.89;87.3251;366.77;51686.85;2025-04-20
2132;5.0;4.2;Adosado;ILLES BALEARS;2025-08;362.41;74.0053;370.03;26820.26;2025-04-20
2133;5.6;2.9;Duplex;PALENCIA;2025-06;447.4;78.7649;441.08;35239.42;2025-04-20
2134;5.1;3.2;Piso;LAS PALMAS;2025-09;234.53;338.4897;1726.3;79385.99;2025-04-20
2135;4.4;2.9;Casa Unifamiliar;CIUDAD REAL;2025-09;522.66;60.1917;264.84;31459.79;2025-04-20
2136;3.7;3.8;Adosado;A CORUÑA;2025-06;392.8;75.8574;280.67;29796.79;2025-04-20
2137;5.5;4.6;Duplex;TOLEDO;2025-05;426.66;61.7713;339.74;26355.34;2025-04-20
2138;5.3;4.5;Adosado;NAVARRA;2025-10;402.27;263.4164;1396.11;105964.52;2025-04-20
2139;4.9;2.1;Piso;LLEIDA;2025-06;286.51;77.4682;379.59;22195.41;2025-04-20
2140;5.7;2.7;Piso;GUADALAJARA;2025-10;262.73;37.0483;211.18;9733.7;2025-04-20
2141;3.9;3.3;Adosado;TERUEL;2025-06;371.66;31.7881;123.97;11814.37;2025-04-20
2142;6.5;2.3;Adosado;GUADALAJARA;2025-10;330.01;54.4692;354.05;17975.38;2025-04-20
2143;4.1;4.0;Duplex;CADIZ;2025-07;359.81;326.902;1340.3;117622.61;2025-04-20
2144;4.4;4.9;Duplex;ZARAGOZA;2025-08;381.65;72.7405;320.06;27761.41;2025-04-20
2145;4.2;4.9;Duplex;OURENSE;2025-03;379.84;99.139;416.38;37656.96;2025-04-20
2146;5.4;3.1;Casa Unifamiliar;LA RIOJA;2025-03;474.57;62.2512;336.16;29542.55;2025-04-20
2147;5.1;2.9;Piso;ALBACETE;2025-03;282.18;424.6179;2165.55;119818.68;2025-04-20
2148;4.4;4.7;Piso;ALBACETE;2025-09;237.41;60.9209;268.05;14463.23;2025-04-20
2149;3.9;3.3;Casa Unifamiliar;SEGOVIA;2025-05;463.25;35.5682;138.72;16476.97;2025-04-20
2150;4.3;3.7;Piso;PONTEVEDRA;2025-03;184.78;90.4029;388.73;16704.65;2025-04-20
2151;3.8;2.3;Casa Unifamiliar;CANTABRIA;2025-08;602.9;43.5379;165.44;26249.0;2025-04-20
2152;5.1;4.5;Piso;PONTEVEDRA;2025-05;303.94;71.0902;362.56;21607.16;2025-04-20
2153;4.9;2.9;Duplex;CORDOBA;2025-07;389.06;70.8294;347.06;27556.89;2025-04-20
2154;5.5;4.1;Adosado;NAVARRA;2025-05;402.01;169.1457;930.3;67998.26;2025-04-20
2155;5.6;2.2;Casa Unifamiliar;VALENCIA;2025-04;585.23;50.8785;284.92;29775.62;2025-04-20
2156;5.5;2.2;Duplex;LEON;2025-07;443.35;78.7606;433.18;34918.51;2025-04-20
2157;5.9;3.2;Duplex;VALLADOLID;2025-08;456.27;61.3352;361.88;27985.41;2025-04-20
2158;5.6;2.4;Duplex;ZAMORA;2025-04;430.98;502.2786;2812.76;216472.03;2025-04-20
2159;4.9;3.4;Duplex;NAVARRA;2025-07;444.96;68.5969;336.12;30522.88;2025-04-20
2160;3.6;4.4;Casa Unifamiliar;ALMERIA;2025-06;608.68;238.8955;860.02;145410.91;2025-04-20
2161;3.7;4.5;Adosado;LLEIDA;2025-03;405.24;85.7183;317.16;34736.48;2025-04-20
2162;4.1;4.6;Duplex;GRANADA;2025-04;443.94;188.3262;772.14;83605.53;2025-04-20
2163;6.3;4.4;Casa Unifamiliar;ASTURIAS;2025-04;610.1;69.0413;434.96;42122.1;2025-04-20
2164;4.4;3.2;Piso;SALAMANCA;2025-06;267.16;65.5642;288.48;17516.13;2025-04-20
2165;5.5;2.1;Adosado;JAEN;2025-08;323.58;54.2043;298.12;17539.43;2025-04-20
2166;4.3;3.4;Casa Unifamiliar;ALAVA;2025-07;537.26;68.701;295.41;36910.3;2025-04-20
2167;4.3;3.3;Adosado;BARCELONA;2025-07;405.07;72.8681;313.33;29516.68;2025-04-20
2168;4.5;2.1;Casa Unifamiliar;NAVARRA;2025-05;556.63;75.0249;337.61;41761.11;2025-04-20
2169;4.7;3.1;Casa Unifamiliar;CORDOBA;2025-04;610.1;86.6512;407.26;52865.9;2025-04-20
2170;4.1;2.2;Adosado;A CORUÑA;2025-06;329.37;109.2328;447.85;35978.01;2025-04-20
2171;3.6;4.5;Casa Unifamiliar;LA RIOJA;2025-10;431.67;69.3575;249.69;29939.55;2025-04-20
2172;4.4;4.9;Adosado;ALAVA;2025-03;340.39;95.6781;420.98;32567.87;2025-04-20
2173;3.7;4.0;Casa Unifamiliar;MURCIA;2025-03;583.85;328.1327;1214.09;191580.28;2025-04-20
2174;3.7;2.6;Adosado;SORIA;2025-03;397.54;84.7047;313.41;33673.51;2025-04-20
2175;3.7;3.9;Adosado;CORDOBA;2025-08;272.25;67.4463;249.55;18362.26;2025-04-20
2176;6.4;3.3;Adosado;CACERES;2025-08;386.92;87.0007;556.8;33662.31;2025-04-20
2177;3.8;3.3;Duplex;HUESCA;2025-10;397.16;185.9331;706.55;73845.19;2025-04-20
2178;5.3;3.7;Adosado;ZAMORA;2025-04;295.0;36.9588;195.88;10902.85;2025-04-20
2179;3.5;3.4;Casa Unifamiliar;CORDOBA;2025-07;610.25;43.6987;152.95;26667.13;2025-04-20
2180;6.1;2.9;Piso;A CORUÑA;2025-07;296.57;193.2497;1178.82;57312.06;2025-04-20
2181;5.0;3.2;Duplex;SORIA;2025-07;424.76;73.4367;367.18;31192.97;2025-04-20
2182;4.1;3.6;Duplex;LEON;2025-04;390.14;498.6731;2044.56;194552.32;2025-04-20
2183;4.4;3.4;Piso;MURCIA;2025-05;190.79;88.658;390.1;16915.06;2025-04-20
2184;5.4;4.2;Adosado;CIUDAD REAL;2025-08;369.88;422.4212;2281.07;156245.15;2025-04-20
2185;6.6;4.8;Piso;A CORUÑA;2025-08;297.24;74.2443;490.01;22068.38;2025-04-20
2186;3.8;3.2;Duplex;NAVARRA;2025-03;424.93;404.9635;1538.86;172081.14;2025-04-20
2187;5.1;4.0;Duplex;LLEIDA;2025-09;408.55;69.5338;354.62;28408.03;2025-04-20
2188;4.3;4.1;Piso;LA RIOJA;2025-07;179.17;136.0419;584.98;24374.63;2025-04-20
2189;6.4;2.6;Duplex;GUADALAJARA;2025-07;373.61;365.6709;2340.29;136618.3;2025-04-20
2190;6.4;4.7;Adosado;ALICANTE;2025-07;337.52;244.4739;1564.63;82514.83;2025-04-20
2191;6.3;3.2;Casa Unifamiliar;ALAVA;2025-07;550.07;151.4171;953.93;83290.0;2025-04-20
2192;5.5;4.0;Piso;AVILA;2025-03;280.81;101.4426;557.93;28486.1;2025-04-20
2193;5.9;3.6;Adosado;HUELVA;2025-05;296.96;202.4285;1194.33;60113.17;2025-04-20
2194;5.7;3.2;Piso;A CORUÑA;2025-07;175.1;72.2969;412.09;12659.19;2025-04-20
2195;6.3;3.9;Duplex;OURENSE;2025-03;359.3;63.4516;399.75;22798.16;2025-04-20
2196;4.5;3.7;Duplex;CASTELLON;2025-05;396.82;79.8109;359.15;31670.56;2025-04-20
2197;5.7;3.8;Duplex;BIZKAIA;2025-05;398.6;153.4352;874.58;61159.27;2025-04-20
2198;5.0;3.2;Adosado;MALAGA;2025-06;392.04;60.6611;303.31;23781.58;2025-04-20
2199;5.4;5.0;Duplex;CUENCA;2025-03;393.45;195.4287;1055.31;76891.42;2025-04-20
2200;5.7;2.7;Piso;JAEN;2025-10;207.49;68.0512;387.89;14119.94;2025-04-20
2201;5.4;5.0;Piso;CORDOBA;2025-07;189.36;100.3227;541.74;18997.11;2025-04-20
2202;3.7;2.8;Duplex;OURENSE;2025-04;446.41;196.0255;725.29;87507.74;2025-04-20
2203;4.3;3.2;Duplex;BIZKAIA;2025-06;454.77;62.155;267.27;28266.23;2025-04-20
2204;5.4;3.9;Adosado;PALENCIA;2025-09;406.87;192.4426;1039.19;78299.12;2025-04-20
2205;5.4;4.3;Adosado;TOLEDO;2025-10;292.08;64.4726;348.15;18831.16;2025-04-20
2206;5.3;2.7;Piso;PONTEVEDRA;2025-08;256.69;94.7122;501.97;24311.67;2025-04-20
2207;3.4;3.7;Adosado;CASTELLON;2025-06;342.5;107.6026;365.85;36853.89;2025-04-20
2208;4.5;5.0;Piso;GIRONA;2025-06;258.82;42.1622;189.73;10912.42;2025-04-20
2209;4.3;4.6;Piso;HUESCA;2025-03;186.08;186.3028;801.1;34667.23;2025-04-20
2210;3.4;2.1;Duplex;ILLES BALEARS;2025-03;360.23;26.4823;90.04;9539.72;2025-04-20
2211;3.6;2.7;Adosado;SORIA;2025-08;406.21;163.0529;586.99;66233.72;2025-04-20
2212;6.5;3.9;Adosado;GRANADA;2025-09;403.59;69.1088;449.21;27891.62;2025-04-20
2213;6.5;3.7;Duplex;ALAVA;2025-06;355.19;71.5914;465.34;25428.55;2025-04-20
2214;5.9;2.9;Duplex;MADRID;2025-05;451.39;83.4999;492.65;37691.02;2025-04-20
2215;5.9;2.9;Casa Unifamiliar;CASTELLON;2025-09;603.54;42.1283;248.56;25426.11;2025-04-20
2216;3.9;3.6;Piso;VALENCIA;2025-05;304.72;76.644;298.91;23354.96;2025-04-20
2217;5.7;2.3;Casa Unifamiliar;ZAMORA;2025-05;603.75;42.2742;240.96;25523.05;2025-04-20
2218;4.4;2.7;Piso;CUENCA;2025-07;275.9;73.8688;325.02;20380.4;2025-04-20
2219;4.4;2.6;Piso;MADRID;2025-06;294.65;75.5118;332.25;22249.55;2025-04-20
2220;5.0;4.3;Casa Unifamiliar;ALAVA;2025-08;561.11;70.8266;354.13;39741.51;2025-04-20
2221;3.7;3.9;Casa Unifamiliar;MADRID;2025-05;591.5;56.4101;208.72;33366.57;2025-04-20
2222;4.9;4.1;Casa Unifamiliar;BARCELONA;2025-07;542.63;178.2002;873.18;96696.77;2025-04-20
2223;6.0;2.8;Piso;GRANADA;2025-07;299.46;41.0661;246.4;12297.65;2025-04-20
2224;3.4;2.2;Duplex;ILLES BALEARS;2025-03;441.9;277.1354;942.26;122466.13;2025-04-20
2225;4.6;2.4;Adosado;TOLEDO;2025-08;402.54;35.8073;164.71;14413.87;2025-04-20
2226;5.9;4.4;Casa Unifamiliar;PALENCIA;2025-06;547.61;86.1696;508.4;47187.33;2025-04-20
2227;5.2;2.9;Piso;VALLADOLID;2025-08;171.68;74.7272;388.58;12829.17;2025-04-20
2228;3.8;2.5;Adosado;SEGOVIA;2025-09;347.09;101.9618;387.45;35389.92;2025-04-20
2229;3.8;2.7;Adosado;OURENSE;2025-05;405.37;66.667;253.33;27024.8;2025-04-20
2230;4.2;3.8;Adosado;SEVILLA;2025-10;359.94;94.3042;396.08;33943.85;2025-04-20
2231;5.6;2.2;Adosado;CIUDAD REAL;2025-09;392.84;407.8619;2284.03;160224.47;2025-04-20
2232;6.3;3.6;Duplex;ALAVA;2025-10;364.03;26.6512;167.9;9701.84;2025-04-20
2233;4.9;4.8;Adosado;TOLEDO;2025-03;407.3;75.8816;371.82;30906.58;2025-04-20
2234;6.2;3.7;Piso;HUELVA;2025-10;223.06;105.2872;652.78;23485.36;2025-04-20
2235;4.7;4.0;Casa Unifamiliar;CUENCA;2025-04;599.97;112.4228;528.39;67450.31;2025-04-20
2236;6.0;3.2;Duplex;LLEIDA;2025-06;431.87;78.3571;470.14;33840.08;2025-04-20
2237;5.2;4.9;Casa Unifamiliar;ALAVA;2025-09;539.99;192.9372;1003.27;104184.16;2025-04-20
2238;4.5;4.5;Adosado;TARRAGONA;2025-04;312.33;68.1691;306.76;21291.26;2025-04-20
2239;4.1;2.1;Casa Unifamiliar;MADRID;2025-07;551.33;63.0165;258.37;34742.89;2025-04-20
2240;3.9;3.8;Casa Unifamiliar;BIZKAIA;2025-03;588.31;60.5103;235.99;35598.81;2025-04-20
2241;6.5;4.9;Adosado;CORDOBA;2025-10;391.17;290.9312;1891.05;113803.56;2025-04-20
2242;5.4;4.7;Duplex;CACERES;2025-10;304.2;75.9932;410.36;23117.13;2025-04-20
2243;4.9;4.6;Duplex;LA RIOJA;2025-10;312.85;152.2703;746.12;47637.76;2025-04-20
2244;3.9;2.8;Duplex;AVILA;2025-04;381.02;54.1262;211.09;20623.16;2025-04-20
2245;4.9;3.1;Adosado;LA RIOJA;2025-03;336.48;38.9601;190.9;13109.29;2025-04-20
2246;4.7;3.2;Piso;LLEIDA;2025-05;293.38;192.377;904.17;56439.56;2025-04-20
2247;6.0;4.4;Casa Unifamiliar;ZAMORA;2025-04;581.13;190.868;1145.21;110919.12;2025-04-20
2248;5.3;3.6;Adosado;GRANADA;2025-09;300.43;82.9446;439.61;24919.05;2025-04-20
2249;6.5;3.6;Duplex;NAVARRA;2025-09;401.22;75.2167;488.91;30178.44;2025-04-20
2250;6.1;2.8;Piso;ZAMORA;2025-03;187.85;69.6623;424.94;13086.06;2025-04-20
2251;5.1;2.2;Duplex;MURCIA;2025-09;432.2;88.0839;449.23;38069.86;2025-04-20
2252;6.2;2.3;Piso;MURCIA;2025-03;204.37;69.4571;430.63;14194.95;2025-04-20
2253;5.6;2.2;Duplex;SALAMANCA;2025-10;368.53;78.312;438.55;28860.32;2025-04-20
2254;5.2;3.2;Adosado;LEON;2025-09;393.21;60.0968;312.5;23630.66;2025-04-20
2255;5.8;4.5;Duplex;BADAJOZ;2025-05;458.55;42.5451;246.76;19509.06;2025-04-20
2256;3.4;4.6;Duplex;BURGOS;2025-07;377.25;82.8902;281.83;31270.33;2025-04-20
2257;4.9;4.0;Piso;CACERES;2025-08;191.19;70.1445;343.71;13410.93;2025-04-20
2258;5.4;3.3;Adosado;HUESCA;2025-07;388.4;72.5329;391.68;28171.78;2025-04-20
2259;5.2;3.3;Adosado;NAVARRA;2025-05;337.92;204.1072;1061.36;68971.91;2025-04-20
2260;3.4;2.7;Piso;LLEIDA;2025-03;296.75;69.4903;236.27;20621.25;2025-04-20
2261;6.2;3.0;Duplex;VALLADOLID;2025-05;399.7;71.7372;444.77;28673.36;2025-04-20
2262;4.4;3.5;Casa Unifamiliar;SANTA CRUZ DE TENERIFE;2025-08;485.49;61.203;269.29;29713.44;2025-04-20
2263;4.9;2.6;Piso;SEGOVIA;2025-03;296.04;50.0805;245.39;14825.83;2025-04-20
2264;4.1;4.5;Adosado;CASTELLON;2025-03;395.16;189.7299;777.89;74973.67;2025-04-20
2265;6.3;5.0;Adosado;SALAMANCA;2025-09;311.58;87.6331;552.09;27304.72;2025-04-20
2266;3.5;3.8;Adosado;GRANADA;2025-06;363.06;38.0086;133.03;13799.4;2025-04-20
2267;5.5;4.9;Adosado;AVILA;2025-10;363.9;502.2174;2762.2;182756.91;2025-04-20
2268;3.9;3.5;Adosado;VALLADOLID;2025-06;261.03;79.3862;309.61;20722.18;2025-04-20
2269;3.6;4.6;Casa Unifamiliar;ALAVA;2025-06;485.36;55.4985;199.79;26936.75;2025-04-20
2270;6.6;5.0;Duplex;ZAMORA;2025-07;336.16;62.1997;410.52;20909.05;2025-04-20
2271;4.2;3.3;Piso;CACERES;2025-04;262.29;60.9295;255.9;15981.2;2025-04-20
2272;3.6;3.6;Adosado;BURGOS;2025-07;398.39;70.8915;255.21;28242.46;2025-04-20
2273;4.8;4.6;Adosado;TARRAGONA;2025-03;375.03;60.434;290.08;22664.56;2025-04-20
2274;3.6;3.9;Adosado;GUADALAJARA;2025-10;402.93;43.9614;158.26;17713.37;2025-04-20
2275;4.3;2.1;Adosado;CASTELLON;2025-05;297.24;71.4379;307.18;21234.2;2025-04-20
2276;3.5;4.7;Casa Unifamiliar;A CORUÑA;2025-05;605.72;162.9106;570.19;98678.21;2025-04-20
2277;5.9;3.3;Casa Unifamiliar;LAS PALMAS;2025-09;534.97;26.2713;155.0;14054.36;2025-04-20
2278;4.2;3.5;Piso;CANTABRIA;2025-04;246.52;61.9759;260.3;15278.3;2025-04-20
2279;3.8;3.7;Adosado;LA RIOJA;2025-03;337.87;78.8166;299.5;26629.76;2025-04-20
2280;5.5;2.9;Piso;CACERES;2025-07;194.6;72.3633;398.0;14081.9;2025-04-20
2281;3.8;4.1;Adosado;ALAVA;2025-07;332.79;72.6803;276.19;24187.28;2025-04-20
2282;5.1;4.4;Adosado;MURCIA;2025-07;380.55;364.81;1860.53;138828.45;2025-04-20
2283;4.1;3.1;Piso;CUENCA;2025-07;176.19;324.7495;1331.47;57217.61;2025-04-20
2284;5.2;3.3;Piso;PONTEVEDRA;2025-10;255.28;94.6617;492.24;24165.24;2025-04-20
2285;6.2;2.7;Adosado;CADIZ;2025-03;337.3;86.7553;537.88;29262.56;2025-04-20
2286;4.3;3.9;Piso;LUGO;2025-09;213.35;194.6947;837.19;41538.11;2025-04-20
2287;5.7;3.0;Casa Unifamiliar;TOLEDO;2025-08;514.11;363.1244;2069.81;186685.89;2025-04-20
2288;4.3;4.4;Adosado;JAEN;2025-07;321.61;87.4112;375.87;28112.32;2025-04-20
2289;6.6;4.4;Casa Unifamiliar;LLEIDA;2025-06;533.19;63.7607;420.82;33996.57;2025-04-20
2290;6.1;2.4;Casa Unifamiliar;SORIA;2025-03;606.23;203.4626;1241.12;123345.13;2025-04-20
2291;5.8;4.0;Piso;SANTA CRUZ DE TENERIFE;2025-03;215.61;93.1963;540.54;20094.05;2025-04-20
2292;6.3;3.4;Casa Unifamiliar;VALENCIA;2025-07;458.02;112.5975;709.36;51571.91;2025-04-20
2293;5.3;4.7;Piso;SEGOVIA;2025-07;223.08;76.3924;404.88;17041.62;2025-04-20
2294;6.6;3.2;Adosado;LA RIOJA;2025-07;392.18;65.3952;431.61;25646.69;2025-04-20
2295;4.0;2.1;Duplex;GIRONA;2025-08;443.92;167.641;670.56;74419.19;2025-04-20
2296;5.4;2.7;Casa Unifamiliar;HUELVA;2025-10;594.66;52.6781;284.46;31325.56;2025-04-20
2297;6.2;2.4;Casa Unifamiliar;ASTURIAS;2025-07;611.35;92.1342;571.23;56326.24;2025-04-20
2298;5.3;3.7;Duplex;ALAVA;2025-03;384.23;61.9678;328.43;23809.89;2025-04-20
2299;4.2;3.6;Duplex;LAS PALMAS;2025-09;389.44;61.4909;258.26;23947.02;2025-04-20
2300;3.9;4.1;Casa Unifamiliar;CANTABRIA;2025-09;596.46;68.4438;266.93;40823.99;2025-04-20
